Mubicipality,Year,Month,Labor Force,Employed,Unemployed,Unemployment Rate
LAKE IN THE HILLS VILLAGE,2018,2,"16,064","15,389",675,4.2
LAKE IN THE HILLS VILLAGE,2018,3,"16,007","15,453",554,3.5
LAKE IN THE HILLS VILLAGE,2018,4,"15,910","15,389",521,3.3
LAKE IN THE HILLS VILLAGE,2018,5,"15,935","15,454",481,3
LAKE IN THE HILLS VILLAGE,2018,6,"16,343","15,643",700,4.3
LAKE IN THE HILLS VILLAGE,2018,7,"16,329","15,675",654,4
LAKE IN THE HILLS VILLAGE,2018,8,"16,017","15,454",563,3.5
LAKE IN THE HILLS VILLAGE,2018,9,"15,908","15,406",502,3.2
LAKE IN THE HILLS VILLAGE,2018,10,"15,989","15,460",529,3.3
LAKE IN THE HILLS VILLAGE,2018,11,"15,959","15,497",462,2.9
LAKE IN THE HILLS VILLAGE,2018,12,"15,920","15,423",497,3.1
LAKE IN THE HILLS VILLAGE,2018,13,"16,022","15,453",569,3.6
LANSING VILLAGE,2018,1,"13,927","13,102",825,5.9
LANSING VILLAGE,2018,2,"14,087","13,266",821,5.8
LANSING VILLAGE,2018,3,"13,972","13,314",658,4.7
LANSING VILLAGE,2018,4,"13,873","13,249",624,4.5
LANSING VILLAGE,2018,5,"13,883","13,294",589,4.2
LANSING VILLAGE,2018,6,"14,276","13,458",818,5.7
LANSING VILLAGE,2018,7,"14,260","13,483",777,5.4
LANSING VILLAGE,2018,8,"14,012","13,308",704,5
LANSING VILLAGE,2018,9,"13,853","13,261",592,4.3
LANSING VILLAGE,2018,10,"13,952","13,311",641,4.6
LANSING VILLAGE,2018,11,"13,998","13,353",645,4.6
LANSING VILLAGE,2018,12,"13,953","13,302",651,4.7
LANSING VILLAGE,2018,13,"14,003","13,308",695,5
LOCKPORT CITY,2018,1,"13,847","13,212",635,4.6
LOCKPORT CITY,2018,2,"14,000","13,388",612,4.4
LOCKPORT CITY,2018,3,"13,944","13,424",520,3.7
LOCKPORT CITY,2018,4,"13,843","13,375",468,3.4
LOCKPORT CITY,2018,5,"13,845","13,420",425,3.1
LOCKPORT CITY,2018,6,"14,136","13,579",557,3.9
LOCKPORT CITY,2018,7,"14,110","13,607",503,3.6
LOCKPORT CITY,2018,8,"13,900","13,437",463,3.3
LOCKPORT CITY,2018,9,"13,813","13,397",416,3
LOCKPORT CITY,2018,10,"13,900","13,450",450,3.2
LOCKPORT CITY,2018,11,"13,926","13,483",443,3.2
LOCKPORT CITY,2018,12,"13,882","13,412",470,3.4
LOCKPORT CITY,2018,13,"13,929","13,432",497,3.6
LOMBARD VILLAGE,2018,1,"25,184","24,270",914,3.6
LOMBARD VILLAGE,2018,2,"25,447","24,576",871,3.4
LOMBARD VILLAGE,2018,3,"25,405","24,661",744,2.9
LOMBARD VILLAGE,2018,4,"25,290","24,544",746,2.9
LOMBARD VILLAGE,2018,5,"25,327","24,629",698,2.8
LOMBARD VILLAGE,2018,6,"25,855","24,931",924,3.6
LOMBARD VILLAGE,2018,7,"25,833","24,978",855,3.3
LOMBARD VILLAGE,2018,8,"25,482","24,655",827,3.2
LOMBARD VILLAGE,2018,9,"25,298","24,569",729,2.9
LOMBARD VILLAGE,2018,10,"25,435","24,663",772,3
LOMBARD VILLAGE,2018,11,"25,444","24,738",706,2.8
LOMBARD VILLAGE,2018,12,"25,330","24,639",691,2.7
LOMBARD VILLAGE,2018,13,"25,444","24,654",790,3.1
MCHENRY CITY,2018,1,"14,117","13,452",665,4.7
MCHENRY CITY,2018,2,"14,242","13,620",622,4.4
MCHENRY CITY,2018,3,"14,208","13,677",531,3.7
MCHENRY CITY,2018,4,"14,090","13,621",469,3.3
MCHENRY CITY,2018,5,"14,098","13,678",420,3
MCHENRY CITY,2018,6,"14,400","13,845",555,3.9
MCHENRY CITY,2018,7,"14,382","13,874",508,3.5
MCHENRY CITY,2018,8,"14,167","13,678",489,3.5
MCHENRY CITY,2018,9,"14,087","13,635",452,3.2
MCHENRY CITY,2018,10,"14,162","13,684",478,3.4
MCHENRY CITY,2018,11,"14,146","13,716",430,3
MCHENRY CITY,2018,12,"14,160","13,651",509,3.6
MCHENRY CITY,2018,13,"14,189","13,678",511,3.6
MAYWOOD VILLAGE,2018,1,"9,783","9,015",768,7.9
MAYWOOD VILLAGE,2018,2,"9,846","9,128",718,7.3
MAYWOOD VILLAGE,2018,3,"9,767","9,160",607,6.2
MAYWOOD VILLAGE,2018,4,"9,740","9,115",625,6.4
MAYWOOD VILLAGE,2018,5,"9,712","9,147",565,5.8
MAYWOOD VILLAGE,2018,6,"10,036","9,260",776,7.7
MAYWOOD VILLAGE,2018,7,"10,034","9,277",757,7.5
MAYWOOD VILLAGE,2018,8,"9,835","9,157",678,6.9
MAYWOOD VILLAGE,2018,9,"9,673","9,124",549,5.7
MAYWOOD VILLAGE,2018,10,"9,729","9,159",570,5.9
MAYWOOD VILLAGE,2018,11,"9,745","9,187",558,5.7
MAYWOOD VILLAGE,2018,12,"9,762","9,152",610,6.2
MAYWOOD VILLAGE,2018,13,"9,805","9,157",648,6.6
MELROSE PARK VILLAGE,2018,1,"11,744","11,014",730,6.2
MELROSE PARK VILLAGE,2018,2,"11,871","11,152",719,6.1
MELROSE PARK VILLAGE,2018,3,"11,775","11,192",583,5
MELROSE PARK VILLAGE,2018,4,"11,610","11,137",473,4.1
MELROSE PARK VILLAGE,2018,5,"11,555","11,176",379,3.3
MELROSE PARK VILLAGE,2018,6,"11,831","11,313",518,4.4
MELROSE PARK VILLAGE,2018,7,"11,802","11,334",468,4
MELROSE PARK VILLAGE,2018,8,"11,599","11,187",412,3.6
MELROSE PARK VILLAGE,2018,9,"11,508","11,148",360,3.1
MELROSE PARK VILLAGE,2018,10,"11,593","11,190",403,3.5
MELROSE PARK VILLAGE,2018,11,"11,609","11,225",384,3.3
MELROSE PARK VILLAGE,2018,12,"11,720","11,182",538,4.6
MELROSE PARK VILLAGE,2018,13,"11,685","11,188",497,4.3
MOLINE CITY,2018,1,"21,529","20,368","1,161",5.4
