Municipality,Year,Month,Labor Force,Employed,Unemployed,Unemployment Rate
PEORIA CITY,2017,3,"51,393","48,113","3,280",6.4
PEORIA CITY,2017,4,"51,817","48,923","2,894",5.6
PEORIA CITY,2017,5,"51,743","48,819","2,924",5.7
PEORIA CITY,2017,6,"52,172","49,036","3,136",6
PEORIA CITY,2017,7,"52,635","49,390","3,245",6.2
PEORIA CITY,2017,8,"52,530","49,261","3,269",6.2
PEORIA CITY,2017,9,"52,160","49,273","2,887",5.5
PEORIA CITY,2017,10,"51,884","49,075","2,809",5.4
PEORIA CITY,2017,11,"51,849","49,072","2,777",5.4
PEORIA CITY,2017,12,"51,706","48,842","2,864",5.5
PEORIA CITY,2017,13,"51,898","48,755","3,143",6.1
PLAINFIELD VILLAGE,2017,1,"22,646","21,634","1,012",4.5
PLAINFIELD VILLAGE,2017,2,"22,752","21,789",963,4.2
PLAINFIELD VILLAGE,2017,3,"22,795","21,967",828,3.6
PLAINFIELD VILLAGE,2017,4,"22,674","21,879",795,3.5
PLAINFIELD VILLAGE,2017,5,"22,722","21,920",802,3.5
PLAINFIELD VILLAGE,2017,6,"23,209","22,198","1,011",4.4
PLAINFIELD VILLAGE,2017,7,"23,162","22,182",980,4.2
PLAINFIELD VILLAGE,2017,8,"22,883","21,920",963,4.2
PLAINFIELD VILLAGE,2017,9,"22,750","21,940",810,3.6
PLAINFIELD VILLAGE,2017,10,"22,737","21,892",845,3.7
PLAINFIELD VILLAGE,2017,11,"22,784","21,955",829,3.6
PLAINFIELD VILLAGE,2017,12,"22,542","21,817",725,3.2
PLAINFIELD VILLAGE,2017,13,"22,804","21,924",880,3.9
QUINCY CITY,2017,1,"19,109","18,101","1,008",5.3
QUINCY CITY,2017,2,"19,024","18,119",905,4.8
QUINCY CITY,2017,3,"19,019","18,236",783,4.1
QUINCY CITY,2017,4,"19,174","18,477",697,3.6
QUINCY CITY,2017,5,"19,097","18,410",687,3.6
QUINCY CITY,2017,6,"19,297","18,523",774,4
QUINCY CITY,2017,7,"19,653","18,845",808,4.1
QUINCY CITY,2017,8,"19,394","18,558",836,4.3
QUINCY CITY,2017,9,"19,410","18,644",766,3.9
QUINCY CITY,2017,10,"19,271","18,515",756,3.9
QUINCY CITY,2017,11,"19,231","18,493",738,3.8
QUINCY CITY,2017,12,"19,275","18,525",750,3.9
QUINCY CITY,2017,13,"19,246","18,454",792,4.1
ROCKFORD CITY,2017,1,"67,891","60,174","7,717",11.4
ROCKFORD CITY,2017,2,"66,218","59,242","6,976",10.5
ROCKFORD CITY,2017,3,"65,876","59,410","6,466",9.8
ROCKFORD CITY,2017,4,"65,482","60,175","5,307",8.1
ROCKFORD CITY,2017,5,"65,506","60,787","4,719",7.2
ROCKFORD CITY,2017,6,"66,176","61,812","4,364",6.6
ROCKFORD CITY,2017,7,"66,595","62,123","4,472",6.7
ROCKFORD CITY,2017,8,"65,979","61,352","4,627",7
ROCKFORD CITY,2017,9,"65,759","61,605","4,154",6.3
ROCKFORD CITY,2017,10,"65,730","61,787","3,943",6
ROCKFORD CITY,2017,11,"66,036","62,058","3,978",6
ROCKFORD CITY,2017,12,"66,059","62,093","3,966",6
ROCKFORD CITY,2017,13,"66,109","61,052","5,057",7.6
ROCK ISLAND CITY,2017,1,"17,917","16,777","1,140",6.4
ROCK ISLAND CITY,2017,2,"17,891","16,851","1,040",5.8
ROCK ISLAND CITY,2017,3,"17,903","16,947",956,5.3
ROCK ISLAND CITY,2017,4,"17,967","17,154",813,4.5
ROCK ISLAND CITY,2017,5,"18,070","17,158",912,5
ROCK ISLAND CITY,2017,6,"18,253","17,275",978,5.4
ROCK ISLAND CITY,2017,7,"18,433","17,423","1,010",5.5
ROCK ISLAND CITY,2017,8,"18,230","17,216","1,014",5.6
ROCK ISLAND CITY,2017,9,"18,117","17,215",902,5
ROCK ISLAND CITY,2017,10,"17,944","17,062",882,4.9
ROCK ISLAND CITY,2017,11,"18,008","17,115",893,5
ROCK ISLAND CITY,2017,12,"17,938","17,049",889,5
ROCK ISLAND CITY,2017,13,"18,056","17,104",952,5.3
ROMEOVILLE VILLAGE,2017,1,"19,846","18,535","1,311",6.6
ROMEOVILLE VILLAGE,2017,2,"19,860","18,668","1,192",6
ROMEOVILLE VILLAGE,2017,3,"19,882","18,821","1,061",5.3
ROMEOVILLE VILLAGE,2017,4,"19,736","18,744",992,5
ROMEOVILLE VILLAGE,2017,5,"19,737","18,779",958,4.9
ROMEOVILLE VILLAGE,2017,6,"20,185","19,017","1,168",5.8
ROMEOVILLE VILLAGE,2017,7,"20,122","19,003","1,119",5.6
ROMEOVILLE VILLAGE,2017,8,"19,945","18,780","1,165",5.8
ROMEOVILLE VILLAGE,2017,9,"19,768","18,797",971,4.9
ROMEOVILLE VILLAGE,2017,10,"19,751","18,756",995,5
ROMEOVILLE VILLAGE,2017,11,"19,777","18,810",967,4.9
ROMEOVILLE VILLAGE,2017,12,"19,655","18,693",962,4.9
ROMEOVILLE VILLAGE,2017,13,"19,856","18,784","1,072",5.4
ROUND LAKE BEACH VILLAGE,2017,1,"15,386","13,623","1,763",11.5
ROUND LAKE BEACH VILLAGE,2017,2,"15,251","13,649","1,602",10.5
ROUND LAKE BEACH VILLAGE,2017,3,"15,145","13,698","1,447",9.6
ROUND LAKE BEACH VILLAGE,2017,4,"14,721","13,875",846,5.7
ROUND LAKE BEACH VILLAGE,2017,5,"14,562","13,902",660,4.5
ROUND LAKE BEACH VILLAGE,2017,6,"14,952","14,227",725,4.8
ROUND LAKE BEACH VILLAGE,2017,7,"15,112","14,376",736,4.9
ROUND LAKE BEACH VILLAGE,2017,8,"14,884","14,178",706,4.7
ROUND LAKE BEACH VILLAGE,2017,9,"14,775","14,185",590,4
ROUND LAKE BEACH VILLAGE,2017,10,"14,744","14,128",616,4.2
ROUND LAKE BEACH VILLAGE,2017,11,"14,906","14,153",753,5.1
ROUND LAKE BEACH VILLAGE,2017,12,"15,344","14,048","1,296",8.4
ROUND LAKE BEACH VILLAGE,2017,13,"14,982","14,004",978,6.5
ST. CHARLES CITY,2017,1,"18,076","17,274",802,4.4
ST. CHARLES CITY,2017,2,"18,095","17,361",734,4.1
ST. CHARLES CITY,2017,3,"18,166","17,499",667,3.7
ST. CHARLES CITY,2017,4,"18,216","17,632",584,3.2
ST. CHARLES CITY,2017,5,"18,297","17,672",625,3.4
ST. CHARLES CITY,2017,6,"18,489","17,767",722,3.9
ST. CHARLES CITY,2017,7,"18,574","17,860",714,3.8
ST. CHARLES CITY,2017,8,"18,415","17,665",750,4.1
ST. CHARLES CITY,2017,9,"18,472","17,799",673,3.6
ST. CHARLES CITY,2017,10,"18,463","17,759",704,3.8
ST. CHARLES CITY,2017,11,"18,500","17,814",686,3.7
ST. CHARLES CITY,2017,12,"18,399","17,756",643,3.5
ST. CHARLES CITY,2017,13,"18,347","17,655",692,3.8
SCHAUMBURG VILLAGE,2017,1,"43,399","41,571","1,828",4.2
SCHAUMBURG VILLAGE,2017,2,"43,587","41,891","1,696",3.9
SCHAUMBURG VILLAGE,2017,3,"43,710","42,249","1,461",3.3
SCHAUMBURG VILLAGE,2017,4,"43,584","42,016","1,568",3.6
SCHAUMBURG VILLAGE,2017,5,"43,736","42,164","1,572",3.6
SCHAUMBURG VILLAGE,2017,6,"44,546","42,689","1,857",4.2
SCHAUMBURG VILLAGE,2017,7,"44,457","42,642","1,815",4.1
SCHAUMBURG VILLAGE,2017,8,"44,156","42,182","1,974",4.5
SCHAUMBURG VILLAGE,2017,9,"43,910","42,213","1,697",3.9
SCHAUMBURG VILLAGE,2017,10,"43,649","42,098","1,551",3.6
SCHAUMBURG VILLAGE,2017,11,"43,722","42,208","1,514",3.5
SCHAUMBURG VILLAGE,2017,12,"43,394","41,999","1,395",3.2
SCHAUMBURG VILLAGE,2017,13,"43,821","42,160","1,661",3.8
SKOKIE VILLAGE,2017,1,"32,172","30,756","1,416",4.4
SKOKIE VILLAGE,2017,2,"32,343","30,993","1,350",4.2
SKOKIE VILLAGE,2017,3,"32,414","31,258","1,156",3.6
SKOKIE VILLAGE,2017,4,"32,331","31,085","1,246",3.9
SKOKIE VILLAGE,2017,5,"32,441","31,195","1,246",3.8
SKOKIE VILLAGE,2017,6,"33,116","31,583","1,533",4.6
SKOKIE VILLAGE,2017,7,"33,009","31,548","1,461",4.4
SKOKIE VILLAGE,2017,8,"32,775","31,208","1,567",4.8
SKOKIE VILLAGE,2017,9,"32,533","31,231","1,302",4
SKOKIE VILLAGE,2017,10,"32,445","31,146","1,299",4
SKOKIE VILLAGE,2017,11,"32,448","31,227","1,221",3.8
SKOKIE VILLAGE,2017,12,"32,181","31,072","1,109",3.4
SKOKIE VILLAGE,2017,13,"32,518","31,192","1,326",4.1
SOUTH HOLLAND VILLAGE,2017,1,"9,912","9,187",725,7.3
SOUTH HOLLAND VILLAGE,2017,2,"9,926","9,258",668,6.7
SOUTH HOLLAND VILLAGE,2017,3,"9,937","9,337",600,6
SOUTH HOLLAND VILLAGE,2017,4,"9,947","9,285",662,6.7
SOUTH HOLLAND VILLAGE,2017,5,"10,018","9,318",700,7
SOUTH HOLLAND VILLAGE,2017,6,"10,342","9,434",908,8.8
SOUTH HOLLAND VILLAGE,2017,7,"10,388","9,423",965,9.3
SOUTH HOLLAND VILLAGE,2017,8,"10,299","9,322",977,9.5
SOUTH HOLLAND VILLAGE,2017,9,"10,074","9,329",745,7.4
SOUTH HOLLAND VILLAGE,2017,10,"10,030","9,303",727,7.2
SOUTH HOLLAND VILLAGE,2017,11,"10,030","9,328",702,7
SOUTH HOLLAND VILLAGE,2017,12,"9,916","9,281",635,6.4
SOUTH HOLLAND VILLAGE,2017,13,"10,068","9,317",751,7.5
SPRINGFIELD CITY,2017,1,"57,685","54,387","3,298",5.7
SPRINGFIELD CITY,2017,2,"57,723","54,719","3,004",5.2
SPRINGFIELD CITY,2017,3,"58,089","55,320","2,769",4.8
SPRINGFIELD CITY,2017,4,"57,819","55,406","2,413",4.2
SPRINGFIELD CITY,2017,5,"57,374","55,080","2,294",4
SPRINGFIELD CITY,2017,6,"58,296","55,555","2,741",4.7
SPRINGFIELD CITY,2017,7,"58,258","55,386","2,872",4.9
SPRINGFIELD CITY,2017,8,"58,705","55,689","3,016",5.1
SPRINGFIELD CITY,2017,9,"57,701","55,073","2,628",4.6
SPRINGFIELD CITY,2017,10,"57,485","54,937","2,548",4.4
SPRINGFIELD CITY,2017,11,"57,729","55,208","2,521",4.4
SPRINGFIELD CITY,2017,12,"57,482","54,956","2,526",4.4
SPRINGFIELD CITY,2017,13,"57,862","55,143","2,719",4.7
STREAMWOOD VILLAGE,2017,1,"23,435","21,943","1,492",6.4
STREAMWOOD VILLAGE,2017,2,"23,427","22,113","1,314",5.6
STREAMWOOD VILLAGE,2017,3,"23,436","22,301","1,135",4.8
STREAMWOOD VILLAGE,2017,4,"23,204","22,179","1,025",4.4
STREAMWOOD VILLAGE,2017,5,"23,192","22,257",935,4
STREAMWOOD VILLAGE,2017,6,"23,649","22,534","1,115",4.7
STREAMWOOD VILLAGE,2017,7,"23,571","22,509","1,062",4.5
STREAMWOOD VILLAGE,2017,8,"23,395","22,266","1,129",4.8
STREAMWOOD VILLAGE,2017,9,"23,269","22,282",987,4.2
STREAMWOOD VILLAGE,2017,10,"23,195","22,222",973,4.2
STREAMWOOD VILLAGE,2017,11,"23,233","22,280",953,4.1
STREAMWOOD VILLAGE,2017,12,"23,228","22,169","1,059",4.6
STREAMWOOD VILLAGE,2017,13,"23,353","22,255","1,098",4.7
TINLEY PARK VILLAGE,2017,1,"31,714","30,152","1,562",4.9
TINLEY PARK VILLAGE,2017,2,"31,776","30,383","1,393",4.4
TINLEY PARK VILLAGE,2017,3,"31,828","30,641","1,187",3.7
TINLEY PARK VILLAGE,2017,4,"31,743","30,478","1,265",4
TINLEY PARK VILLAGE,2017,5,"31,806","30,579","1,227",3.9
TINLEY PARK VILLAGE,2017,6,"32,465","30,960","1,505",4.6
TINLEY PARK VILLAGE,2017,7,"32,362","30,928","1,434",4.4
TINLEY PARK VILLAGE,2017,8,"32,063","30,590","1,473",4.6
TINLEY PARK VILLAGE,2017,9,"31,932","30,614","1,318",4.1
TINLEY PARK VILLAGE,2017,10,"31,745","30,532","1,213",3.8
TINLEY PARK VILLAGE,2017,11,"31,773","30,613","1,160",3.7
TINLEY PARK VILLAGE,2017,12,"31,558","30,456","1,102",3.5
TINLEY PARK VILLAGE,2017,13,"31,897","30,577","1,320",4.1
URBANA CITY,2017,1,"20,516","19,439","1,077",5.2
URBANA CITY,2017,2,"21,647","20,666",981,4.5
URBANA CITY,2017,3,"21,597","20,662",935,4.3
URBANA CITY,2017,4,"21,866","21,068",798,3.6
URBANA CITY,2017,5,"21,466","20,600",866,4
URBANA CITY,2017,6,"20,609","19,548","1,061",5.1
URBANA CITY,2017,7,"20,853","19,766","1,087",5.2
URBANA CITY,2017,8,"20,306","19,313",993,4.9
URBANA CITY,2017,9,"21,776","20,954",822,3.8
URBANA CITY,2017,10,"21,956","21,041",915,4.2
URBANA CITY,2017,11,"21,906","21,003",903,4.1
URBANA CITY,2017,12,"21,625","20,829",796,3.7
URBANA CITY,2017,13,"21,343","20,407",936,4.4
VERNON HILLS VILLAGE,2017,1,"14,829","14,175",654,4.4
VERNON HILLS VILLAGE,2017,2,"14,793","14,202",591,4
VERNON HILLS VILLAGE,2017,3,"14,800","14,252",548,3.7
VERNON HILLS VILLAGE,2017,4,"14,911","14,436",475,3.2
VERNON HILLS VILLAGE,2017,5,"14,975","14,464",511,3.4
VERNON HILLS VILLAGE,2017,6,"15,334","14,802",532,3.5
VERNON HILLS VILLAGE,2017,7,"15,501","14,958",543,3.5
VERNON HILLS VILLAGE,2017,8,"15,316","14,751",565,3.7
VERNON HILLS VILLAGE,2017,9,"15,278","14,759",519,3.4
VERNON HILLS VILLAGE,2017,10,"15,249","14,700",549,3.6
VERNON HILLS VILLAGE,2017,11,"15,273","14,725",548,3.6
VERNON HILLS VILLAGE,2017,12,"15,133","14,616",517,3.4
VERNON HILLS VILLAGE,2017,13,"15,116","14,570",546,3.6
VILLA PARK VILLAGE,2017,1,"12,164","11,523",641,5.3
VILLA PARK VILLAGE,2017,2,"12,169","11,611",558,4.6
VILLA PARK VILLAGE,2017,3,"12,183","11,710",473,3.9
VILLA PARK VILLAGE,2017,4,"12,126","11,647",479,4
VILLA PARK VILLAGE,2017,5,"12,149","11,686",463,3.8
VILLA PARK VILLAGE,2017,6,"12,392","11,832",560,4.5
VILLA PARK VILLAGE,2017,7,"12,369","11,819",550,4.4
VILLA PARK VILLAGE,2017,8,"12,270","11,690",580,4.7
VILLA PARK VILLAGE,2017,9,"12,191","11,699",492,4
VILLA PARK VILLAGE,2017,10,"12,139","11,668",471,3.9
VILLA PARK VILLAGE,2017,11,"12,148","11,699",449,3.7
VILLA PARK VILLAGE,2017,12,"12,096","11,639",457,3.8
VILLA PARK VILLAGE,2017,13,"12,199","11,685",514,4.2
WAUKEGAN CITY,2017,1,"45,192","41,035","4,157",9.2
WAUKEGAN CITY,2017,2,"44,926","41,113","3,813",8.5
WAUKEGAN CITY,2017,3,"44,777","41,260","3,517",7.9
WAUKEGAN CITY,2017,4,"44,046","41,792","2,254",5.1
WAUKEGAN CITY,2017,5,"43,828","41,873","1,955",4.5
WAUKEGAN CITY,2017,6,"45,109","42,853","2,256",5
WAUKEGAN CITY,2017,7,"45,607","43,302","2,305",5.1
WAUKEGAN CITY,2017,8,"44,980","42,705","2,275",5.1
WAUKEGAN CITY,2017,9,"44,661","42,726","1,935",4.3
WAUKEGAN CITY,2017,10,"44,527","42,556","1,971",4.4
WAUKEGAN CITY,2017,11,"44,748","42,629","2,119",4.7
WAUKEGAN CITY,2017,12,"45,241","42,313","2,928",6.5
WAUKEGAN CITY,2017,13,"44,804","42,180","2,624",5.9
WEST CHICAGO CITY,2017,1,"14,369","13,354","1,015",7.1
WEST CHICAGO CITY,2017,2,"14,338","13,456",882,6.2
WEST CHICAGO CITY,2017,3,"14,315","13,570",745,5.2
WEST CHICAGO CITY,2017,4,"14,045","13,498",547,3.9
WEST CHICAGO CITY,2017,5,"14,021","13,543",478,3.4
WEST CHICAGO CITY,2017,6,"14,357","13,712",645,4.5
WEST CHICAGO CITY,2017,7,"14,305","13,697",608,4.3
WEST CHICAGO CITY,2017,8,"14,186","13,548",638,4.5
WEST CHICAGO CITY,2017,9,"14,084","13,558",526,3.7
WEST CHICAGO CITY,2017,10,"14,075","13,522",553,3.9
WEST CHICAGO CITY,2017,11,"14,118","13,558",560,4
WEST CHICAGO CITY,2017,12,"14,208","13,488",720,5.1
WEST CHICAGO CITY,2017,13,"14,202","13,542",660,4.6
WESTMONT VILLAGE,2017,1,"13,263","12,669",594,4.5
WESTMONT VILLAGE,2017,2,"13,340","12,766",574,4.3
WESTMONT VILLAGE,2017,3,"13,330","12,874",456,3.4
WESTMONT VILLAGE,2017,4,"13,268","12,806",462,3.5
WESTMONT VILLAGE,2017,5,"13,329","12,848",481,3.6
WESTMONT VILLAGE,2017,6,"13,593","13,009",584,4.3
WESTMONT VILLAGE,2017,7,"13,561","12,995",566,4.2
WESTMONT VILLAGE,2017,8,"13,436","12,853",583,4.3
WESTMONT VILLAGE,2017,9,"13,375","12,863",512,3.8
WESTMONT VILLAGE,2017,10,"13,319","12,829",490,3.7
WESTMONT VILLAGE,2017,11,"13,339","12,862",477,3.6
WESTMONT VILLAGE,2017,12,"13,218","12,797",421,3.2
WESTMONT VILLAGE,2017,13,"13,365","12,848",517,3.9
WHEATON CITY,2017,1,"28,554","27,395","1,159",4.1
WHEATON CITY,2017,2,"28,679","27,605","1,074",3.7
WHEATON CITY,2017,3,"28,768","27,839",929,3.2
WHEATON CITY,2017,4,"28,647","27,690",957,3.3
WHEATON CITY,2017,5,"28,805","27,783","1,022",3.5
WHEATON CITY,2017,6,"29,404","28,130","1,274",4.3
WHEATON CITY,2017,7,"29,296","28,099","1,197",4.1
WHEATON CITY,2017,8,"29,003","27,793","1,210",4.2
WHEATON CITY,2017,9,"28,843","27,814","1,029",3.6
WHEATON CITY,2017,10,"28,783","27,740","1,043",3.6
WHEATON CITY,2017,11,"28,769","27,813",956,3.3
WHEATON CITY,2017,12,"28,502","27,671",831,2.9
WHEATON CITY,2017,13,"28,838","27,781","1,057",3.7
WHEELING VILLAGE,2017,1,"22,696","21,539","1,157",5.1
WHEELING VILLAGE,2017,2,"22,785","21,705","1,080",4.7
WHEELING VILLAGE,2017,3,"22,794","21,891",903,4
WHEELING VILLAGE,2017,4,"22,566","21,770",796,3.5
WHEELING VILLAGE,2017,5,"22,580","21,847",733,3.2
WHEELING VILLAGE,2017,6,"22,964","22,119",845,3.7
WHEELING VILLAGE,2017,7,"22,881","22,094",787,3.4
WHEELING VILLAGE,2017,8,"22,688","21,856",832,3.7
WHEELING VILLAGE,2017,9,"22,607","21,872",735,3.3
WHEELING VILLAGE,2017,10,"22,584","21,813",771,3.4
WHEELING VILLAGE,2017,11,"22,632","21,870",762,3.4
WHEELING VILLAGE,2017,12,"22,622","21,761",861,3.8
WHEELING VILLAGE,2017,13,"22,700","21,845",855,3.8
WILMETTE VILLAGE,2017,1,"12,724","12,247",477,3.7
WILMETTE VILLAGE,2017,2,"12,785","12,342",443,3.5
WILMETTE VILLAGE,2017,3,"12,828","12,447",381,3
WILMETTE VILLAGE,2017,4,"12,778","12,379",399,3.1
WILMETTE VILLAGE,2017,5,"12,826","12,422",404,3.1
WILMETTE VILLAGE,2017,6,"13,091","12,577",514,3.9
WILMETTE VILLAGE,2017,7,"13,035","12,563",472,3.6
WILMETTE VILLAGE,2017,8,"12,930","12,427",503,3.9
WILMETTE VILLAGE,2017,9,"12,897","12,436",461,3.6
WILMETTE VILLAGE,2017,10,"12,870","12,403",467,3.6
WILMETTE VILLAGE,2017,11,"12,865","12,435",430,3.3
WILMETTE VILLAGE,2017,12,"12,731","12,373",358,2.8
WILMETTE VILLAGE,2017,13,"12,863","12,421",442,3.4
WOODRIDGE VILLAGE,2017,1,"20,061","19,225",836,4.2
WOODRIDGE VILLAGE,2017,2,"20,141","19,372",769,3.8
WOODRIDGE VILLAGE,2017,3,"20,219","19,537",682,3.4
WOODRIDGE VILLAGE,2017,4,"20,119","19,433",686,3.4
WOODRIDGE VILLAGE,2017,5,"20,216","19,497",719,3.6
WOODRIDGE VILLAGE,2017,6,"20,609","19,741",868,4.2
WOODRIDGE VILLAGE,2017,7,"20,560","19,720",840,4.1
WOODRIDGE VILLAGE,2017,8,"20,388","19,505",883,4.3
WOODRIDGE VILLAGE,2017,9,"20,292","19,519",773,3.8
WOODRIDGE VILLAGE,2017,10,"20,277","19,467",810,4
WOODRIDGE VILLAGE,2017,11,"20,260","19,519",741,3.7
WOODRIDGE VILLAGE,2017,12,"20,080","19,419",661,3.3
WOODRIDGE VILLAGE,2017,13,"20,268","19,496",772,3.8
WOODSTOCK CITY,2017,1,"13,012","12,203",809,6.2
WOODSTOCK CITY,2017,2,"13,054","12,288",766,5.9
WOODSTOCK CITY,2017,3,"13,074","12,410",664,5.1
WOODSTOCK CITY,2017,4,"12,983","12,357",626,4.8
WOODSTOCK CITY,2017,5,"12,969","12,407",562,4.3
WOODSTOCK CITY,2017,6,"13,196","12,567",629,4.8
WOODSTOCK CITY,2017,7,"13,169","12,537",632,4.8
WOODSTOCK CITY,2017,8,"13,020","12,399",621,4.8
WOODSTOCK CITY,2017,9,"12,916","12,400",516,4
WOODSTOCK CITY,2017,10,"12,913","12,366",547,4.2
WOODSTOCK CITY,2017,11,"12,920","12,392",528,4.1
WOODSTOCK CITY,2017,12,"12,906","12,316",590,4.6
WOODSTOCK CITY,2017,13,"13,011","12,387",624,4.8
ZION CITY,2017,1,"11,126","10,174",952,8.6
ZION CITY,2017,2,"11,057","10,193",864,7.8
ZION CITY,2017,3,"11,020","10,229",791,7.2
ZION CITY,2017,4,"10,970","10,361",609,5.6
ZION CITY,2017,5,"10,979","10,381",598,5.4
ZION CITY,2017,6,"11,315","10,624",691,6.1
ZION CITY,2017,7,"11,461","10,736",725,6.3
ZION CITY,2017,8,"11,318","10,588",730,6.4
ZION CITY,2017,9,"11,214","10,593",621,5.5
ZION CITY,2017,10,"11,161","10,551",610,5.5
ZION CITY,2017,11,"11,191","10,569",622,5.6
ZION CITY,2017,12,"11,216","10,490",726,6.5
ZION CITY,2017,13,"11,169","10,457",712,6.4
,,,,,,
CITIES SPLIT BETWEEN COUNTIES,,,,,,
,,,,,,
"ALGONQUIN VILLAGE, KANE COUNTY PART",2017,1,"4,565","4,340",225,4.9
"ALGONQUIN VILLAGE, KANE COUNTY PART",2017,2,"4,556","4,362",194,4.3
"ALGONQUIN VILLAGE, KANE COUNTY PART",2017,3,"4,581","4,396",185,4
"ALGONQUIN VILLAGE, KANE COUNTY PART",2017,4,"4,590","4,431",159,3.5
"ALGONQUIN VILLAGE, KANE COUNTY PART",2017,5,"4,619","4,441",178,3.9
"ALGONQUIN VILLAGE, KANE COUNTY PART",2017,6,"4,668","4,464",204,4.4
"ALGONQUIN VILLAGE, KANE COUNTY PART",2017,7,"4,718","4,488",230,4.9
"ALGONQUIN VILLAGE, KANE COUNTY PART",2017,8,"4,666","4,439",227,4.9
"ALGONQUIN VILLAGE, KANE COUNTY PART",2017,9,"4,675","4,473",202,4.3
"ALGONQUIN VILLAGE, KANE COUNTY PART",2017,10,"4,664","4,463",201,4.3
"ALGONQUIN VILLAGE, KANE COUNTY PART",2017,11,"4,657","4,477",180,3.9
"ALGONQUIN VILLAGE, KANE COUNTY PART",2017,12,"4,616","4,463",153,3.3
"ALGONQUIN VILLAGE, KANE COUNTY PART",2017,13,"4,631","4,436",195,4.2
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2017,1,"12,587","11,982",605,4.8
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2017,2,"12,643","12,066",577,4.6
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2017,3,"12,667","12,186",481,3.8
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2017,4,"12,619","12,134",485,3.8
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2017,5,"12,651","12,183",468,3.7
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2017,6,"12,934","12,340",594,4.6
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2017,7,"12,888","12,311",577,4.5
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2017,8,"12,726","12,176",550,4.3
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2017,9,"12,676","12,176",500,3.9
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2017,10,"12,626","12,143",483,3.8
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2017,11,"12,657","12,169",488,3.9
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2017,12,"12,553","12,094",459,3.7
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2017,13,"12,685","12,163",522,4.1
"AURORA CITY, DUPAGE COUNTY PART",2017,1,"28,522","27,297","1,225",4.3
"AURORA CITY, DUPAGE COUNTY PART",2017,2,"28,685","27,506","1,179",4.1
"AURORA CITY, DUPAGE COUNTY PART",2017,3,"28,762","27,740","1,022",3.6
"AURORA CITY, DUPAGE COUNTY PART",2017,4,"28,640","27,591","1,049",3.7
"AURORA CITY, DUPAGE COUNTY PART",2017,5,"28,715","27,683","1,032",3.6
"AURORA CITY, DUPAGE COUNTY PART",2017,6,"29,380","28,029","1,351",4.6
"AURORA CITY, DUPAGE COUNTY PART",2017,7,"29,330","27,999","1,331",4.5
"AURORA CITY, DUPAGE COUNTY PART",2017,8,"29,101","27,694","1,407",4.8
"AURORA CITY, DUPAGE COUNTY PART",2017,9,"28,840","27,715","1,125",3.9
"AURORA CITY, DUPAGE COUNTY PART",2017,10,"28,778","27,641","1,137",4
"AURORA CITY, DUPAGE COUNTY PART",2017,11,"28,769","27,714","1,055",3.7
"AURORA CITY, DUPAGE COUNTY PART",2017,12,"28,500","27,572",928,3.3
"AURORA CITY, DUPAGE COUNTY PART",2017,13,"28,835","27,682","1,153",4
"AURORA CITY, KANE COUNTY PART",2017,1,"63,179","58,841","4,338",6.9
"AURORA CITY, KANE COUNTY PART",2017,2,"63,105","59,135","3,970",6.3
"AURORA CITY, KANE COUNTY PART",2017,3,"63,244","59,603","3,641",5.8
"AURORA CITY, KANE COUNTY PART",2017,4,"62,845","60,074","2,771",4.4
"AURORA CITY, KANE COUNTY PART",2017,5,"62,934","60,209","2,725",4.3
"AURORA CITY, KANE COUNTY PART",2017,6,"63,784","60,523","3,261",5.1
"AURORA CITY, KANE COUNTY PART",2017,7,"64,222","60,849","3,373",5.3
"AURORA CITY, KANE COUNTY PART",2017,8,"63,868","60,186","3,682",5.8
"AURORA CITY, KANE COUNTY PART",2017,9,"63,811","60,648","3,163",5
"AURORA CITY, KANE COUNTY PART",2017,10,"63,585","60,513","3,072",4.8
"AURORA CITY, KANE COUNTY PART",2017,11,"63,769","60,701","3,068",4.8
"AURORA CITY, KANE COUNTY PART",2017,12,"63,903","60,506","3,397",5.3
"AURORA CITY, KANE COUNTY PART",2017,13,"63,521","60,149","3,372",5.3
"AURORA CITY, KENDALL COUNTY PART",2017,1,"3,552","3,437",115,3.2
"AURORA CITY, KENDALL COUNTY PART",2017,2,"3,569","3,461",108,3
"AURORA CITY, KENDALL COUNTY PART",2017,3,"3,583","3,490",93,2.6
"AURORA CITY, KENDALL COUNTY PART",2017,4,"3,589","3,478",111,3.1
"AURORA CITY, KENDALL COUNTY PART",2017,5,"3,596","3,484",112,3.1
"AURORA CITY, KENDALL COUNTY PART",2017,6,"3,659","3,529",130,3.6
